company,ticker,date,metric_id,value,unit,period,source_type,raw_text,confidence,section,is_trap,disposition,disposition_reason
Gitlab Inc.,GTLB,2021-10-12,cm_customers_period_end,283,other,2020-01-31,text,283,MEDIUM,mda,False,,
Gitlab Inc.,GTLB,2021-10-12,cm_customers_period_end,11,other,2020-01-31,text,11,MEDIUM,mda,False,,
Gitlab Inc.,GTLB,2021-10-12,cm_customers_period_end,20,other,2020-01-31,text,20,MEDIUM,mda,False,,
Gitlab Inc.,GTLB,2021-10-12,cm_customers_period_end,27,other,2020-01-31,text,27,MEDIUM,mda,False,,
Gitlab Inc.,GTLB,2021-10-12,cm_customers_period_end,219,other,2020-07-31,text,219,MEDIUM,mda,False,,
Gitlab Inc.,GTLB,2021-10-12,cm_customers_period_end,383,other,2020-07-31,text,383,MEDIUM,mda,False,,
Gitlab Inc.,GTLB,2021-10-12,cm_customers_period_end,15,other,2020-07-31,text,15,MEDIUM,mda,False,,
Gitlab Inc.,GTLB,2021-10-12,cm_customers_period_end,27,other,2020-07-31,text,27,MEDIUM,mda,False,,
Gitlab Inc.,GTLB,2021-10-12,cm_customers_period_end,30,other,other,text,30,LOW,mda,False,,
Gitlab Inc.,GTLB,2021-10-12,cm_customer_retention_rate,80%,percent,2020-07-31,text,80%,MEDIUM,mda,False,,
Gitlab Inc.,GTLB,2021-10-12,cm_customer_retention_rate,153%,percent,2020-07-31,text,153%,MEDIUM,mda,False,,
Gitlab Inc.,GTLB,2021-10-12,cm_customer_retention_rate,179%,percent,2020-01-01 to 2020-12-31,text,179%,MEDIUM,mda,False,,
Gitlab Inc.,GTLB,2021-10-12,cm_customer_retention_rate,148%,percent,2020-01-01 to 2020-12-31,text,148%,MEDIUM,mda,False,,
Gitlab Inc.,GTLB,2021-10-12,cm_customer_retention_rate,97%,percent,other,text,97%,LOW,mda,False,,
Gitlab Inc.,GTLB,2021-10-12,cm_customer_retention_rate,152%,percent,2021-07-31,text,152%,MEDIUM,mda,False,,
Gitlab Inc.,GTLB,2021-10-12,cm_customer_retention_rate,148%,percent,2021-01-31,text,148%,MEDIUM,mda,False,,
Gitlab Inc.,GTLB,2021-10-12,cm_large_customers_period_end,31,other,2020-02-01 to 2021-01-31,text,31,MEDIUM,mda,False,,
Gitlab Inc.,GTLB,2021-10-12,cm_active_customers_total,"54,000",count,other,text,"54,000",LOW,mda,False,,
Gitlab Inc.,GTLB,2021-10-12,cm_active_customers_total,"11,000",count,other,text,"11,000",LOW,mda,False,,
Gitlab Inc.,GTLB,2021-10-12,cm_revenue_concentration,10%,percent,other,text,10%,LOW,mda,False,,
Gitlab Inc.,GTLB,2021-10-12,cm_arr,173,other,other,html_table,173,LOW,unknown,False,,
Gitlab Inc.,GTLB,2021-10-12,cm_arr,283,other,other,html_table,283,LOW,unknown,False,,
Gitlab Inc.,GTLB,2021-10-12,cm_arr,383,other,other,html_table,383,LOW,unknown,False,,
Gitlab Inc.,GTLB,2021-10-12,cm_arr,219,other,other,html_table,219,LOW,unknown,False,,
