company,ticker,date,metric_id,value,unit,period,source_type,raw_text,confidence,section,is_trap,disposition,disposition_reason,split
Torrid Holdings Inc.,CURV,2021-06-30,cm_active_customers_total,3.0,count,2018-03-01 to 2019-02-02,html_table,3.0,MEDIUM,unknown,False,ACCEPT,,tuning
Torrid Holdings Inc.,CURV,2021-06-30,cm_active_customers_total,"3,038",count,2019-02-02,html_table,"3,038",MEDIUM,unknown,False,ACCEPT,,tuning
Torrid Holdings Inc.,CURV,2021-06-30,cm_active_customers_total,"3,364",count,2020-02-01,html_table,"3,364",MEDIUM,unknown,False,ACCEPT,,tuning
Torrid Holdings Inc.,CURV,2021-06-30,cm_active_customers_total,"3,182",count,2021-01-30,html_table,"3,182",MEDIUM,unknown,False,ACCEPT,,tuning
Torrid Holdings Inc.,CURV,2021-06-30,cm_active_customers_total,"3,238",count,2020-01-01 to 2020-03-31,html_table,"3,238",MEDIUM,unknown,False,ACCEPT,,tuning
Torrid Holdings Inc.,CURV,2021-06-30,cm_active_customers_total,"3,448",count,2021-01-01 to 2021-03-31,html_table,"3,448",MEDIUM,unknown,False,ACCEPT,,tuning
Torrid Holdings Inc.,CURV,2021-06-30,cm_customers_period_end,3.2 million,count,other,text,3.2 million,LOW,mda,False,ACCEPT,,tuning
Torrid Holdings Inc.,CURV,2021-06-30,cm_customers_period_end,2.9 million,count,other,text,2.9 million,LOW,mda,False,ACCEPT,,tuning
Torrid Holdings Inc.,CURV,2021-06-30,cm_customer_acquisition_cost,($32),currency,other,chart,($32),LOW,unknown,False,EDIT,wrong metric,tuning
Torrid Holdings Inc.,CURV,2021-06-30,cm_lifetime_value_per_customer,$82,currency,other,chart,$82,LOW,unknown,False,EDIT,this chart shows LTV of customers at each year of tenure,tuning
Torrid Holdings Inc.,CURV,2021-06-30,cm_lifetime_value_per_customer,$124,currency,other,chart,$124,LOW,unknown,False,EDIT,lifetime value chart,tuning
Torrid Holdings Inc.,CURV,2021-06-30,cm_lifetime_value_per_customer,$163,currency,other,chart,$163,LOW,unknown,False,EDIT,lifetime value chart,tuning
Torrid Holdings Inc.,CURV,2021-06-30,cm_lifetime_value_per_customer,$203,currency,other,chart,$203,LOW,unknown,False,EDIT,lifetime value chart,tuning
Torrid Holdings Inc.,CURV,2021-06-30,cm_lifetime_value_per_customer,$239,currency,other,chart,$239,LOW,unknown,False,EDIT,lifetime value chart,tuning
Torrid Holdings Inc.,CURV,2021-06-30,cm_ltv_to_cac_ratio,7.4x,ratio,5 years,chart,7.4x LTV/CAC Over 5 Years,LOW,unknown,False,EDIT,"""7.4x LTV/CAC Over 5 Years""",tuning
Torrid Holdings Inc.,CURV,2021-06-30,cm_revenue_per_customer,299,currency,2019-02-02,html_table,299,MEDIUM,unknown,False,EDIT,wrong metric,tuning
Torrid Holdings Inc.,CURV,2021-06-30,cm_revenue_per_customer,306,currency,2021-01-30,html_table,306,MEDIUM,unknown,False,EDIT,"metric didn't relate to the row name, which is a proxy for revenue per customer",tuning
Torrid Holdings Inc.,CURV,2021-06-30,cm_revenue_per_customer,308,currency,2020-02-01,html_table,308,MEDIUM,unknown,False,EDIT,row name is sales per customer,tuning
Torrid Holdings Inc.,CURV,2021-06-30,cm_revenue_per_customer,291,currency,2020-01-01 to 2020-03-31,html_table,291,MEDIUM,unknown,False,EDIT,row name is sales per customer,tuning
Torrid Holdings Inc.,CURV,2021-06-30,cm_revenue_per_customer,331,currency,2021-01-01 to 2021-03-31,html_table,331,MEDIUM,unknown,False,EDIT,,tuning
Torrid Holdings Inc.,CURV,2021-06-30,cm_customer_acquisition_cost,$32,currency,other,text,$32,LOW,mda,False,EDIT,"""...the $32 cost of acquiring those customers...""",tuning
Torrid Holdings Inc.,CURV,2021-06-30,cm_customer_acquisition_cost,$49,currency,other,text,$49,LOW,mda,False,ACCEPT,,tuning
Torrid Holdings Inc.,CURV,2021-06-30,cm_customer_acquisition_cost,$46,currency,other,text,$46,LOW,mda,False,ACCEPT,,tuning
Torrid Holdings Inc.,CURV,2021-06-30,cm_repeat_purchase_rate,72%,percent,other,text,72%,LOW,mda,False,ACCEPT,,tuning
Torrid Holdings Inc.,CURV,2021-06-30,cm_repeat_purchase_rate,78%,percent,other,text,78%,LOW,mda,False,ACCEPT,,tuning
Torrid Holdings Inc.,CURV,2021-06-30,cm_repeat_purchase_rate,83%,percent,other,text,83%,LOW,mda,False,ACCEPT,,tuning
Torrid Holdings Inc.,CURV,2021-06-30,cm_ltv_to_cac_ratio,1.8x,other,other,chart,1.8x,LOW,unknown,False,ACCEPT,,tuning
Torrid Holdings Inc.,CURV,2021-06-30,cm_ltv_to_cac_ratio,3.0x,other,other,chart,3.0x,LOW,unknown,False,ACCEPT,,tuning
Torrid Holdings Inc.,CURV,2021-06-30,cm_ltv_to_cac_ratio,4.3x,other,other,chart,4.3x,LOW,unknown,False,ACCEPT,,tuning
Torrid Holdings Inc.,CURV,2021-06-30,cm_ltv_to_cac_ratio,6.0x,other,other,chart,6.0x,LOW,unknown,False,ACCEPT,,tuning
"Datadog, Inc.",DDOG,2019-09-17,cm_net_revenue_retention,146%,percent,2018-06-30,text,146%,MEDIUM,cover,False,ACCEPT,,tuning
"Datadog, Inc.",DDOG,2019-09-17,cm_net_revenue_retention,141%,percent,2018-06-30,text,141%,MEDIUM,cover,False,ACCEPT,,tuning
"Datadog, Inc.",DDOG,2019-09-17,cm_net_revenue_retention,151%,percent,2018-06-30,text,151%,MEDIUM,cover,False,ACCEPT,,tuning
"Datadog, Inc.",DDOG,2019-09-17,cm_gross_revenue_retention,90%,percent,other,text,90%,LOW,cover,False,EDIT,"""dollar-based gross retention rate"" not customer retention",tuning
"Datadog, Inc.",DDOG,2019-09-17,cm_arr,"$200,000",currency,2019-06-30,text,"$200,000",MEDIUM,cover,False,EDIT,"This is the average ARR for one type of ""large customer"" (""defined as having 5,000 or more employees"")",tuning
"Datadog, Inc.",DDOG,2019-09-17,cm_revenue_by_cohort,$4.8 million,currency,2014-12-31,text,$4.8 million,MEDIUM,cover,False,EDIT,"This is for one cohort of customers (""this cohort increased their ARR from $4.8 million as of December 31, 2014 to ..."")",tuning
"Datadog, Inc.",DDOG,2019-09-17,cm_revenue_by_cohort,$19.2 million,currency,2014-12-31,text,$19.2 million,MEDIUM,cover,False,EDIT,"This is for one cohort of customers (""this cohort increased their ARR from $4.8 million as of December 31, 2014 to $19.2 million..."")",tuning
"Datadog, Inc.",DDOG,2019-09-17,cm_revenue_concentration,14%,percent,2019-06-30,text,14%,MEDIUM,cover,False,ACCEPT,,tuning
"Datadog, Inc.",DDOG,2019-09-17,cm_revenue_concentration,5%,percent,2019-06-30,text,5%,MEDIUM,cover,False,ACCEPT,,tuning
"Datadog, Inc.",DDOG,2019-09-17,cm_revenue_by_cohort,60%,percent,2019-01-01 to 2019-06-30,text,60%,MEDIUM,cover,False,ACCEPT,,tuning
"Datadog, Inc.",DDOG,2019-09-17,cm_customers_period_end,"8,800",count,2019-06-30,text,"8,800",MEDIUM,unknown,False,EDIT,wrong metric,tuning
Flywire Corp,FLYW,2026-02-24,cm_net_revenue_retention,110%,percent,other,text,110%,LOW,mda,False,EDIT,"""annual net dollar-based retention rate was approximately 110%,...""",test
Flywire Corp,FLYW,2026-02-24,cm_net_revenue_retention,116%,percent,other,text,116%,LOW,cover,False,EDIT,"""...our three-year average annual net dollar-based retention rate, which averaged approximately 116%...""",test
Flywire Corp,FLYW,2026-02-24,cm_net_revenue_retention,125%,percent,other,text,125%,LOW,mda,False,EDIT,"""...annual net dollar-based retention rate...""",test
Alphabet Inc.,GOOGL,2025-10-29,cm_monthly_active_users,650 million,count,other,presentation,650 million,LOW,cover,False,ACCEPT,,tuning
Alphabet Inc.,GOOGL,2026-02-04,cm_monthly_active_users,750 million,count,other,presentation,750 million,LOW,cover,False,ACCEPT,,tuning
Gitlab Inc.,GTLB,2021-10-12,cm_large_customers_period_end,"1,662",count,2020-01-31,text,"1,662",LOW,cover,False,EDIT,"this is a count, not revenue (which would generally be currency)",test
Gitlab Inc.,GTLB,2021-10-12,cm_large_customers_period_end,"2,745",count,2020-01-31,text,"2,745",LOW,cover,False,EDIT,,test
Gitlab Inc.,GTLB,2021-10-12,cm_net_revenue_retention,148,percent,2021-01-31,html_table,148,LOW,unknown,False,ACCEPT,,test
Gitlab Inc.,GTLB,2021-10-12,cm_net_revenue_retention,152,percent,2021-01-31,html_table,152,LOW,unknown,False,ACCEPT,,test
Gitlab Inc.,GTLB,2021-10-12,cm_net_revenue_retention,179,percent,2020-07-31,html_table,179,LOW,unknown,False,ACCEPT,,test
Gitlab Inc.,GTLB,2021-10-12,cm_net_revenue_retention,148%,percent,2020-01-01 to 2020-12-31,text,148%,MEDIUM,mda,False,ACCEPT,,test
Gitlab Inc.,GTLB,2021-10-12,cm_net_revenue_retention,153%,percent,2020-07-31,text,153%,MEDIUM,mda,False,ACCEPT,,test
Gitlab Inc.,GTLB,2021-10-12,cm_large_customers_period_end,173,percent,2020-07-31,text,173,MEDIUM,cover,False,EDIT,"this is not a percent, it's a count. there is no indication of it being a percent",test
Gitlab Inc.,GTLB,2021-10-12,cm_large_customers_period_end,283,percent,2020-07-31,text,283,MEDIUM,cover,False,EDIT,"this is a count, not a percent",test
Gitlab Inc.,GTLB,2021-10-12,cm_large_customers_period_end,383,count,2020-07-31,text,383,MEDIUM,cover,False,EDIT,this is a count not a percent,test
Gitlab Inc.,GTLB,2021-10-12,cm_customers_period_end,"1,662",count,2020-01-31,text,"1,662",LOW,mda,False,ACCEPT,,test
Gitlab Inc.,GTLB,2021-10-12,cm_large_customers_period_end,11,count,2020-01-31,text,11,MEDIUM,mda,False,EDIT,"large customers (""our $1.0 million ARR customers increased from 11 as of January 31, 2020..."")",test
Gitlab Inc.,GTLB,2021-10-12,cm_large_customers_period_end,20,count,2020-01-31,text,20,MEDIUM,mda,False,EDIT,,test
Gitlab Inc.,GTLB,2021-10-12,cm_large_customers_period_end,27,count,2020-01-31,text,27,MEDIUM,mda,False,EDIT,,test
Gitlab Inc.,GTLB,2021-10-12,cm_large_customers_period_end,219,count,2020-07-31,text,219,MEDIUM,mda,False,EDIT,"(""We had 383 $100,000 ARR customers as of July 31, 2021, increasing from 219 as of July 31, 2020."")",test
Gitlab Inc.,GTLB,2021-10-12,cm_large_customers_period_end,15,count,2020-07-31,text,15,MEDIUM,mda,False,EDIT,"""our $1.0 million ARR customers increased from 15 as of July 31, 2020 to 27 as of July 31, 2021, ...""",test
Gitlab Inc.,GTLB,2021-10-12,cm_net_revenue_retention,179%,percent,2020-01-01 to 2020-12-31,text,179%,MEDIUM,mda,False,EDIT,,test
Gitlab Inc.,GTLB,2021-10-12,cm_gross_revenue_retention,97%,percent,2020-01-31,text,97%,LOW,mda,False,EDIT,"""our Dollar-Based Gross Retention Rate was 97% as of each of January 31, 2020, January 31, 2021, and July 31, 2021.""",test
Gitlab Inc.,GTLB,2021-10-12,cm_net_revenue_retention,152%,percent,2021-07-31,text,152%,MEDIUM,mda,False,EDIT,"""As of July 31, 2020 and 2021, our Dollar-Based Net Retention Rate was 153% and 152%, respectively. """,test
Gitlab Inc.,GTLB,2021-10-12,cm_active_customers_total,"11,000",count,other,text,"11,000",LOW,mda,False,ACCEPT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_customers_period_end,5.1,count,12/31/19,text,5.1,LOW,cover,FALSE,EDIT,"""Net Cumulative Funded Accounts"" is a proxy for number of customers, not revenue",test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_customers_period_end,12.5,count,12/31/20,text,12.5,LOW,cover,FALSE,EDIT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_customers_period_end,9.8,count,6/30/20,text,9.8,LOW,cover,FALSE,EDIT,"Net Cumulative Funded Accounts is a proxy for number of customers, not revenue",test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_customers_period_end,22.5 M,count,6/30/21,text,22.5 M,LOW,cover,FALSE,EDIT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_monthly_active_users,4.3,count,12/31/19,text,4.3,LOW,cover,FALSE,EDIT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_revenue_per_customer,65.7,count,2019-01-01 to 2019-12-31,html_table,65.7,MEDIUM,unknown,FALSE,ACCEPT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_revenue_per_customer,108.9,count,2020-01-01 to 2020-12-31,html_table,108.9,MEDIUM,unknown,FALSE,ACCEPT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_revenue_per_customer,115.2,count,6/30/20,html_table,115.2,MEDIUM,unknown,FALSE,ACCEPT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_revenue_per_customer,111.7,count,6/30/21,html_table,111.7,MEDIUM,unknown,FALSE,ACCEPT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_revenue_per_customer,$65.70 ,currency,12/31/19,text,$65.70 ,LOW,cover,FALSE,EDIT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_revenue_per_customer,$108.90 ,currency,12/31/20,text,$108.90 ,LOW,cover,FALSE,EDIT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_revenue_per_customer,$115.20 ,currency,6/30/20,text,$115.20 ,LOW,mda,FALSE,EDIT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_revenue_per_customer,$111.70 ,currency,6/30/20,text,$111.70 ,LOW,mda,FALSE,EDIT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_monthly_active_users,11.7,count,2020-01-01 to 2020-12-31,html_table,11.7,MEDIUM,unknown,FALSE,ACCEPT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_monthly_active_users,10.2,count,6/30/20,html_table,10.2,MEDIUM,unknown,FALSE,ACCEPT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_monthly_active_users,21.3,count,6/30/21,html_table,21.3,MEDIUM,unknown,FALSE,ACCEPT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_monthly_active_users,11.7 million,count,other,text,11.7 million,LOW,mda,FALSE,ACCEPT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_monthly_active_users,4.3 million,count,other,text,4.3 million,LOW,mda,FALSE,ACCEPT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_monthly_active_users,21.3 million,count,other,text,21.3 million,LOW,mda,FALSE,ACCEPT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_monthly_active_users,10.2 million,count,other,text,10.2 million,LOW,mda,FALSE,ACCEPT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_customer_acquisition_cost,$53 ,currency,2019-01-01 to 2019-12-31,text,$53 ,MEDIUM,mda,FALSE,ACCEPT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_customer_acquisition_cost,$20 ,currency,2019-01-01 to 2019-12-31,text,$20 ,MEDIUM,mda,FALSE,ACCEPT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_balance_by_cohort,"$1,731 ",currency,other,chart,"Cumulative Net Deposits by Annual Cohort ($mm)$1,731",LOW,unknown,FALSE,EDIT,Need new metric: cm_balance_by_cohort,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_balance_by_cohort,"$3,112 ",currency,other,chart,"Cumulative Net Deposits by Annual Cohort ($mm)$3,112",LOW,unknown,FALSE,EDIT,Need new metric: cm_balance_by_cohort,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_balance_by_cohort,"$3,496 ",currency,other,chart,"Cumulative Net Deposits by Annual Cohort ($mm)$3,496",LOW,unknown,FALSE,EDIT,Need new metric: cm_balance_by_cohort,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_balance_by_cohort,"$3,239 ",currency,other,chart,"Cumulative Net Deposits by Annual Cohort ($mm)$3,239",LOW,unknown,FALSE,EDIT,Need new metric: cm_balance_by_cohort,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_balance_by_cohort,"$4,411 ",currency,other,chart,"Cumulative Net Deposits by Annual Cohort ($mm)$4,411",LOW,unknown,FALSE,EDIT,Need new metric: cm_balance_by_cohort,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_balance_by_cohort,"$2,466 ",currency,other,chart,"Cumulative Net Deposits by Annual Cohort ($mm)$2,466",LOW,unknown,FALSE,EDIT,Need new metric: cm_balance_by_cohort,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_balance_by_cohort,"$8,487 ",currency,other,chart,"Cumulative Net Deposits by Annual Cohort ($mm)$8,487",LOW,unknown,FALSE,EDIT,Need new metric: cm_balance_by_cohort,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_balance_by_cohort,"$6,703 ",currency,other,chart,"Cumulative Net Deposits by Annual Cohort ($mm)$6,703",LOW,unknown,FALSE,EDIT,Need new metric: cm_balance_by_cohort,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_balance_by_cohort,"$18,019 ",currency,other,chart,"Cumulative Net Deposits by Annual Cohort ($mm)$18,019",LOW,unknown,FALSE,EDIT,Need new metric: cm_balance_by_cohort,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_revenue_by_cohort,$17 ,currency,2017-01-01 to 2017-12-31,chart,Annual Revenue by Annual Cohort ($mm)$17,LOW,unknown,FALSE,EDIT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_revenue_by_cohort,$62 ,currency,other,chart,Annual Revenue by Annual Cohort ($mm)$62,LOW,unknown,FALSE,ACCEPT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_revenue_by_cohort,$44 ,currency,other,chart,Annual Revenue by Annual Cohort ($mm)$44,LOW,unknown,FALSE,ACCEPT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_revenue_by_cohort,$56 ,currency,other,chart,Annual Revenue by Annual Cohort ($mm)$56,LOW,unknown,FALSE,ACCEPT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_revenue_by_cohort,$87 ,currency,other,chart,Annual Revenue by Annual Cohort ($mm)$87,LOW,unknown,FALSE,ACCEPT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_revenue_by_cohort,$45 ,currency,other,chart,Annual Revenue by Annual Cohort ($mm)$45,LOW,unknown,FALSE,ACCEPT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_revenue_by_cohort,$130 ,currency,other,chart,Annual Revenue by Annual Cohort ($mm)$130,LOW,unknown,FALSE,ACCEPT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_revenue_by_cohort,$186 ,currency,other,chart,Annual Revenue by Annual Cohort ($mm)$186,LOW,unknown,FALSE,ACCEPT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_revenue_by_cohort,$175 ,currency,other,chart,Annual Revenue by Annual Cohort ($mm)$175,LOW,unknown,FALSE,ACCEPT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_revenue_by_cohort,$326 ,currency,other,chart,Annual Revenue by Annual Cohort ($mm)$326,LOW,unknown,FALSE,ACCEPT,,test
INTUIT INC.,INTU,2025-11-20,cm_customers_period_end,100 million,count,other,presentation,100 million,LOW,cover,False,ACCEPT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_arr,$500,currency,other,chart,Samsara Timeline$500,LOW,unknown,False,ACCEPT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_customers_period_end,"13,000",count,2021-10-30,text,"13,000",LOW,cover,False,EDIT,"wrong metric captured. ""Core Customers"" is the label on this value",tuning
Samsara Inc.,IOT,2021-12-06,cm_large_customers_period_end,700,other,2021-10-30,text,700,LOW,cover,False,EDIT,"this is labeled ""customers with ARR > $100K"", indicating that it's a count of large customers",tuning
Samsara Inc.,IOT,2021-12-06,cm_large_customers_period_end,255,other,2019-03-01 to 2020-02-01,text,255,LOW,cover,False,ACCEPT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_large_customers_period_end,452,other,2019-03-01 to 2020-02-01,text,452,LOW,cover,False,ACCEPT,,tuning
