company,ticker,date,metric_id,value,unit,period,source_type,raw_text,confidence,section,is_trap,disposition,disposition_reason
Gitlab Inc.,GTLB,2021-10-12,cm_large_customers_period_end,20,count,2020-01-31,text,20,MEDIUM,mda,False,EDIT,
Gitlab Inc.,GTLB,2021-10-12,cm_large_customers_period_end,27,count,2020-01-31,text,27,MEDIUM,mda,False,EDIT,
Gitlab Inc.,GTLB,2021-10-12,cm_large_customers_period_end,219,count,2020-07-31,text,219,MEDIUM,mda,False,EDIT,"(""We had 383 $100,000 ARR customers as of July 31, 2021, increasing from 219 as of July 31, 2020."")"
Gitlab Inc.,GTLB,2021-10-12,cm_large_customers_period_end,383,other,2020-07-31,"(""We had 383 $100,000 ARR customers as of July 31, 2021, increasing from 219 as of July 31, 2020."")",383,MEDIUM,mda,False,EDIT,"(""We had 383 $100,000 ARR customers as of July 31, 2021, increasing from 219 as of July 31, 2020."")"
Gitlab Inc.,GTLB,2021-10-12,cm_large_customers_period_end,15,count,2020-07-31,text,15,MEDIUM,mda,False,EDIT,"""our $1.0 million ARR customers increased from 15 as of July 31, 2020 to 27 as of July 31, 2021, ..."""
Gitlab Inc.,GTLB,2021-10-12,cm_large_customers_period_end,27,count,2020-07-31,text,27,MEDIUM,mda,False,EDIT,"""...our $1.0 million ARR customers increased from 15 as of July 31, 2020 to 27 as of July 31, 2021, ..."""
Gitlab Inc.,GTLB,2021-10-12,cm_customers_period_end,30,other,other,text,30,LOW,mda,False,REJECT,"""...is 30 days..."""
Gitlab Inc.,GTLB,2021-10-12,cm_customer_retention_rate,80%,percent,2020-07-31,text,80%,MEDIUM,mda,False,REJECT,"""...an increase of 80%..."""
Gitlab Inc.,GTLB,2021-10-12,cm_net_revenue_retention,153%,percent,2020-07-31,text,153%,MEDIUM,mda,False,EDIT,
Gitlab Inc.,GTLB,2021-10-12,cm_net_revenue_retention,179%,percent,2020-01-01 to 2020-12-31,text,179%,MEDIUM,mda,False,EDIT,
Gitlab Inc.,GTLB,2021-10-12,cm_net_revenue_retention,148%,percent,2020-01-01 to 2020-12-31,text,148%,MEDIUM,mda,False,EDIT,
Gitlab Inc.,GTLB,2021-10-12,cm_gross_revenue_retention,97%,percent,2020-01-31,text,97%,LOW,mda,False,EDIT,"""our Dollar-Based Gross Retention Rate was 97% as of each of January 31, 2020, January 31, 2021, and July 31, 2021."""
Gitlab Inc.,GTLB,2021-10-12,cm_net_revenue_retention,152%,percent,2021-07-31,text,152%,MEDIUM,mda,False,EDIT,"""As of July 31, 2020 and 2021, our Dollar-Based Net Retention Rate was 153% and 152%, respectively. """
Gitlab Inc.,GTLB,2021-10-12,cm_net_revenue_retention,148%,percent,2021-01-31,text,148%,MEDIUM,mda,False,EDIT,"""...our Dollar-Based Net Retention Rate of 148% as of January 31, 2021"""
Gitlab Inc.,GTLB,2021-10-12,cm_large_customers_period_end,31,other,2020-02-01 to 2021-01-31,text,31,MEDIUM,mda,False,REJECT,date
Gitlab Inc.,GTLB,2021-10-12,cm_active_customers_total,"54,000",count,other,text,"54,000",LOW,mda,False,REJECT,"number of ""repositories"" not customers"
Gitlab Inc.,GTLB,2021-10-12,cm_active_customers_total,"11,000",count,other,text,"11,000",LOW,mda,False,ACCEPT,
Gitlab Inc.,GTLB,2021-10-12,cm_revenue_concentration,10%,percent,other,text,10%,LOW,mda,False,REJECT,
Gitlab Inc.,GTLB,2021-10-12,cm_large_customers_period_end,173,count,other,text,173,LOW,unknown,False,EDIT,"""...growth in our $100,000 ARR customers from 173 as of January 31, 2020..."""
Gitlab Inc.,GTLB,2021-10-12,cm_large_customers_period_end,283,count,other,text,283,LOW,unknown,False,EDIT,
Gitlab Inc.,GTLB,2021-10-12,cm_large_customers_period_end,383,count,other,text,383,LOW,unknown,False,EDIT,
Gitlab Inc.,GTLB,2021-10-12,cm_large_customers_period_end,219,count,other,text,219,LOW,unknown,False,EDIT,
