company,ticker,date,metric_id,value,unit,period,source_type,raw_text,confidence,section,is_trap,disposition,disposition_reason,split
Gitlab Inc.,GTLB,2021-10-12,cm_large_customers_period_end,20,count,2020-01-31,text,20,MEDIUM,mda,False,EDIT,,test
Gitlab Inc.,GTLB,2021-10-12,cm_large_customers_period_end,27,count,2020-01-31,text,27,MEDIUM,mda,False,EDIT,,test
Gitlab Inc.,GTLB,2021-10-12,cm_large_customers_period_end,219,count,2020-07-31,text,219,MEDIUM,mda,False,EDIT,"(""We had 383 $100,000 ARR customers as of July 31, 2021, increasing from 219 as of July 31, 2020."")",test
Gitlab Inc.,GTLB,2021-10-12,cm_large_customers_period_end,15,count,2020-07-31,text,15,MEDIUM,mda,False,EDIT,"""our $1.0 million ARR customers increased from 15 as of July 31, 2020 to 27 as of July 31, 2021, ...""",test
Gitlab Inc.,GTLB,2021-10-12,cm_net_revenue_retention,179%,percent,2020-01-01 to 2020-12-31,text,179%,MEDIUM,mda,False,EDIT,,test
Gitlab Inc.,GTLB,2021-10-12,cm_gross_revenue_retention,97%,percent,2020-01-31,text,97%,LOW,mda,False,EDIT,"""our Dollar-Based Gross Retention Rate was 97% as of each of January 31, 2020, January 31, 2021, and July 31, 2021.""",test
Gitlab Inc.,GTLB,2021-10-12,cm_net_revenue_retention,152%,percent,2021-07-31,text,152%,MEDIUM,mda,False,EDIT,"""As of July 31, 2020 and 2021, our Dollar-Based Net Retention Rate was 153% and 152%, respectively. """,test
Gitlab Inc.,GTLB,2021-10-12,cm_active_customers_total,"11,000",count,other,text,"11,000",LOW,mda,False,ACCEPT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_customers_period_end,5.1,count,12/31/19,text,5.1,LOW,cover,FALSE,EDIT,"""Net Cumulative Funded Accounts"" is a proxy for number of customers, not revenue",test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_customers_period_end,12.5,count,12/31/20,text,12.5,LOW,cover,FALSE,EDIT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_customers_period_end,9.8,count,6/30/20,text,9.8,LOW,cover,FALSE,EDIT,"Net Cumulative Funded Accounts is a proxy for number of customers, not revenue",test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_customers_period_end,22.5 M,count,6/30/21,text,22.5 M,LOW,cover,FALSE,EDIT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_monthly_active_users,4.3,count,12/31/19,text,4.3,LOW,cover,FALSE,EDIT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_revenue_per_customer,65.7,count,2019-01-01 to 2019-12-31,html_table,65.7,MEDIUM,unknown,FALSE,ACCEPT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_revenue_per_customer,108.9,count,2020-01-01 to 2020-12-31,html_table,108.9,MEDIUM,unknown,FALSE,ACCEPT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_revenue_per_customer,115.2,count,6/30/20,html_table,115.2,MEDIUM,unknown,FALSE,ACCEPT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_revenue_per_customer,111.7,count,6/30/21,html_table,111.7,MEDIUM,unknown,FALSE,ACCEPT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_revenue_per_customer,$65.70 ,currency,12/31/19,text,$65.70 ,LOW,cover,FALSE,EDIT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_revenue_per_customer,$108.90 ,currency,12/31/20,text,$108.90 ,LOW,cover,FALSE,EDIT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_revenue_per_customer,$115.20 ,currency,6/30/20,text,$115.20 ,LOW,mda,FALSE,EDIT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_revenue_per_customer,$111.70 ,currency,6/30/20,text,$111.70 ,LOW,mda,FALSE,EDIT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_monthly_active_users,11.7,count,2020-01-01 to 2020-12-31,html_table,11.7,MEDIUM,unknown,FALSE,ACCEPT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_monthly_active_users,10.2,count,6/30/20,html_table,10.2,MEDIUM,unknown,FALSE,ACCEPT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_monthly_active_users,21.3,count,6/30/21,html_table,21.3,MEDIUM,unknown,FALSE,ACCEPT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_monthly_active_users,11.7 million,count,other,text,11.7 million,LOW,mda,FALSE,ACCEPT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_monthly_active_users,4.3 million,count,other,text,4.3 million,LOW,mda,FALSE,ACCEPT,,test
