company,ticker,date,metric_id,value,unit,period,source_type,raw_text,context_before,context_after,header_path,stub_path,confidence,section,is_trap,disposition,disposition_reason
NETS,NETS,2017-03-21,cm_purchase_transactions_overall,9.4 million,count,2016-12-31,html_table,9.4 million,,,"a 22.2% increase in the number of total orders placed by our customers in Brazil to 9.4 million in 2016, derived mainly from a 19.8% increase in active customers to 5.1 million as of December 31, 2016, which was
partially driven by the ramp up of Zattini operations in 2016 as well as the successful launch of our marketplace in February 2016;",,MEDIUM,unknown,False,,
NETS,NETS,2017-03-21,cm_purchase_transactions_overall,8.5 million,count,2015-01-01 to 2015-12-31,html_table,8.5 million,,,"10.3 million total orders on our sites, an increase of 20.8% from the 8.5 million total orders for the year ended December 31, 2015;",,MEDIUM,unknown,False,,
NETS,NETS,2017-03-21,cm_purchase_transactions_overall,7.7 million,count,2015-12-31,html_table,7.7 million,,,"a 24.7% increase in the number of total orders placed by our customers in Brazil to 7.7 million in 2015, derived mainly from a 24.4% increase in active customers to 4.3 million as of December 31, 2015,
which was partially driven by the successful launch of Zattini in December 2014;",,MEDIUM,unknown,False,,
NETS,NETS,2017-03-21,cm_purchase_transactions_overall,10.3 million,count,2015-01-01 to 2015-12-31,html_table,10.3 million,,,"10.3 million total orders on our sites, an increase of 20.8% from the 8.5 million total orders for the year ended December 31, 2015;",,MEDIUM,unknown,False,,
NETS,NETS,2017-03-21,cm_purchase_transactions_overall,0.8 million,count,2015-12-31,html_table,0.8 million,,,"a 19.0% increase in the number of total orders placed by our customers to 0.8 million as of December 31, 2015, which was derived mainly from a 26.5% increase in active customers to 413 thousand in 2015;
and",,MEDIUM,unknown,False,,
NETS,NETS,2017-03-21,cm_purchase_transactions_overall,0.9 million,count,other,text,0.9 million,"eciation of the Brazilian real against the Mexican and Argentine pesos, which was partially offset by an 8.0% increase in the number of total orders placed by our customers from 0.8 million in 2015 to","in 2016, derived mainly from a 9.9% increase in active customers to 453 thousand in 2016.",,,LOW,mda,False,,
NETS,NETS,2017-03-21,cm_purchase_transactions_overall,"5,562",count,other,text,"5,562","ee note 16 to our audited consolidated financial statements included elsewhere in this prospectus. Operating Data Years Ended December 31 2014 2015 2016 Active customers (in thousands)(1) 3,753 4,676","Total orders (in thousands)(2) 6,846 8,497 10,268 % of total orders placed from mobile devices(3) 11.6 % 20.2 % 32.2 % Average basket size(4) R$210.8 R$219.1 R$206.6 (1) Customers who made purchases o",,,LOW,cover,False,,
NETS,NETS,2017-03-21,cm_purchase_transactions_overall,"4,676",count,other,text,"4,676","ebt. See note 16 to our audited consolidated financial statements included elsewhere in this prospectus. Operating Data Years Ended December 31 2014 2015 2016 Active customers (in thousands)(1) 3,753","5,562 Total orders (in thousands)(2) 6,846 8,497 10,268 % of total orders placed from mobile devices(3) 11.6 % 20.2 % 32.2 % Average basket size(4) R$210.8 R$219.1 R$206.6 (1) Customers who made purch",,,LOW,cover,False,,
NETS,NETS,2017-03-21,cm_purchase_transactions_overall,"3,753",count,other,text,"3,753",-term debt. See note 16 to our audited consolidated financial statements included elsewhere in this prospectus. Operating Data Years Ended December 31 2014 2015 2016 Active customers (in thousands)(1),"4,676 5,562 Total orders (in thousands)(2) 6,846 8,497 10,268 % of total orders placed from mobile devices(3) 11.6 % 20.2 % 32.2 % Average basket size(4) R$210.8 R$219.1 R$206.6 (1) Customers who made",,,LOW,cover,False,,
NETS,NETS,2017-03-21,cm_customers_period_end,26,other,2016-12-31,text,26,"ur customer base is also diversified in terms of age, income and geographic dispersion. As of December 31, 2016, our customer base was comprised of 27.3% customers under 25 years of age, 36.2% between","and 35 years, 22.5% between 36 and 45 years and 14.1% over 45 years of age, showing no significant concentration within any specific age group. In addition, our customer base spans across all levels o",,,MEDIUM,mda,False,,
NETS,NETS,2017-03-21,cm_customers_period_end,160,other,2016-12-31,text,160,"the last 15 years as demonstrated by our significant scale, with 18.3 million registered members and 5.6 million active customers as of December 31, 2016 purchasing from the over 500 brands we offer (","of which are available on our Zattini site, launched in December 2014). We engage with our customers both on and off our sites, and we have over 10.0 million Facebook fans. We believe we have also for",,,MEDIUM,mda,False,,
NETS,NETS,2017-03-21,cm_customers_period_end,15,other,other,text,15,"including online payment through all major credit cards and bank payment slips, known as “boleto” in Brazil. We offer our credit card paying customers the option to pay in monthly installments (up to","for customers using NCard and up to 10 for customers using other types of credit cards), with a minimum installment payment of R$25.00. Paying by credit card in monthly installments is the most popula",,,LOW,mda,False,,
NETS,NETS,2017-03-21,cm_customers_period_end,10,other,other,text,10,"ajor credit cards and bank payment slips, known as “boleto” in Brazil. We offer our credit card paying customers the option to pay in monthly installments (up to 15 for customers using NCard and up to","for customers using other types of credit cards), with a minimum installment payment of R$25.00. Paying by credit card in monthly installments is the most popular option among our customers in Brazil.",,,LOW,mda,False,,
NETS,NETS,2017-03-21,cm_average_order_value,$63.4,currency,2016-12-31,html_table,$63.4,,,"Years Ended December 31, > 2016",Average basket size,HIGH,unknown,False,,
NETS,NETS,2017-03-21,cm_average_order_value,$219.1,currency,2015-12-31,html_table,$219.1,,,"Years Ended December 31, > 2015",Average basket size,HIGH,unknown,False,,
NETS,NETS,2017-03-21,cm_average_order_value,$210.8,currency,2014-12-31,html_table,$210.8,,,"Years Ended December 31, > 2014",Average basket size,HIGH,unknown,False,,
NETS,NETS,2017-03-21,cm_average_order_value,$206.6,currency,2016-12-31,html_table,$206.6,,,"Years Ended December 31, > 2016",Average basket size,HIGH,unknown,False,,
NETS,NETS,2017-03-21,cm_average_order_value,$331.2,currency,2014-01-01 to 2014-12-31,html_table,$331.2,,,"a 65.3% increase in the average basket size per order (from R$200.3 in 2014 to R$331.2 in 2015) as a result of (1) an increase in the prices we charge for the products we sell, primarily attributable to inflation
in Argentina (24.75% in 2015, according toIPCCongreso) and (2) exchange translation effects resulting from the depreciation of the Brazilianrealagainst the Mexican and Argentinepesos.",,HIGH,unknown,False,,
NETS,NETS,2017-03-21,cm_average_order_value,$212.0,currency,2014-01-01 to 2014-12-31,html_table,$212.0,,,"the increase in orders was partially offset by a 2.2% decrease in the average basket size per order (from R$212.0 in 2014 to R$207.3 in 2015), primarily attributable to changes in product mix as a result of the effect
of the recent downturn in the Brazilian economy on the disposable income of our customers.",,HIGH,unknown,False,,
NETS,NETS,2017-03-21,cm_average_order_value,$207.3,currency,2014-01-01 to 2014-12-31,html_table,$207.3,,,"the increase in orders was partially offset by a 2.2% decrease in the average basket size per order (from R$212.0 in 2014 to R$207.3 in 2015), primarily attributable to changes in product mix as a result of the effect
of the recent downturn in the Brazilian economy on the disposable income of our customers.",,HIGH,unknown,False,,
NETS,NETS,2017-03-21,cm_average_order_value,$200.3,currency,2014-01-01 to 2014-12-31,html_table,$200.3,,,"a 65.3% increase in the average basket size per order (from R$200.3 in 2014 to R$331.2 in 2015) as a result of (1) an increase in the prices we charge for the products we sell, primarily attributable to inflation
in Argentina (24.75% in 2015, according toIPCCongreso) and (2) exchange translation effects resulting from the depreciation of the Brazilianrealagainst the Mexican and Argentinepesos.",,HIGH,unknown,False,,
NETS,NETS,2017-03-21,cm_average_order_value,$25.0,currency,other,html_table,$25.0,,,"We have established a policy requiring a minimum installment payment of R$25.0, which given the comparatively low average ticket price of the products in the verticals in which we operate, has positively contributed to
the management of our trade accounts receivable.",,MEDIUM,unknown,False,,
NETS,NETS,2017-03-21,cm_average_order_value,$56.8 million,currency,other,text,$56.8 million,International net sales decreased by 7.8% from R$200.8 million in 2015 to R$185.1 million (US,) in 2016 primarily due to a 14.9% decrease in the average basket size per order (from R$331.2 in 2015 to R$281.8 in 2016) as a result of exchange translation effects resulting from the appreciation o,,,LOW,mda,False,,
NETS,NETS,2017-03-21,cm_average_order_value,$281.8,currency,other,text,$281.8,net sales decreased by 7.8% from R$200.8 million in 2015 to R$185.1 million (US$56.8 million) in 2016 primarily due to a 14.9% decrease in the average basket size per order (from R$331.2 in 2015 to R,"in 2016) as a result of exchange translation effects resulting from the appreciation of the Brazilian real against the Mexican and Argentine pesos, which was partially offset by an 8.0% increase in th",,,LOW,mda,False,,
NETS,NETS,2017-03-21,cm_average_order_value,$185.1 million,currency,other,text,$185.1 million,International net sales decreased by 7.8% from R$200.8 million in 2015 to R,(US$56.8 million) in 2016 primarily due to a 14.9% decrease in the average basket size per order (from R$331.2 in 2015 to R$281.8 in 2016) as a result of exchange translation effects resulting from th,,,LOW,mda,False,,
NETS,NETS,2017-03-21,cm_average_order_value,$219.1,currency,other,text,$219.1,"ve customers (in thousands)(1) 3,753 4,676 5,562 Total orders (in thousands)(2) 6,846 8,497 10,268 % of total orders placed from mobile devices(3) 11.6 % 20.2 % 32.2 % Average basket size(4) R$210.8 R",R$206.6 (1) Customers who made purchases online with us during the preceding twelve months as of the relevant dates. (2) Total number of orders invoiced to active customers during the relevant period.,,,LOW,cover,False,,
NETS,NETS,2017-03-21,cm_active_customers_total,"5,562",count,2016-12-31,html_table,"5,562",,,"Years Ended December 31, > 2016",Active customers (in thousands),HIGH,unknown,False,,
NETS,NETS,2017-03-21,cm_active_customers_total,"4,676",count,2015-12-31,html_table,"4,676",,,"Years Ended December 31, > 2015",Active customers (in thousands),HIGH,unknown,False,,
NETS,NETS,2017-03-21,cm_active_customers_total,"3,753",count,2014-12-31,html_table,"3,753",,,"Years Ended December 31, > 2014",Active customers (in thousands),HIGH,unknown,False,,
NETS,NETS,2017-03-21,cm_active_customers_total,5.1 million,count,2016-12-31,html_table,5.1 million,,,"a 22.2% increase in the number of total orders placed by our customers in Brazil to 9.4 million in 2016, derived mainly from a 19.8% increase in active customers to 5.1 million as of December 31, 2016, which was
partially driven by the ramp up of Zattini operations in 2016 as well as the successful launch of our marketplace in February 2016;",,MEDIUM,unknown,False,,
NETS,NETS,2017-03-21,cm_active_customers_total,413 thousand,count,2015-12-31,html_table,413 thousand,,,"a 19.0% increase in the number of total orders placed by our customers to 0.8 million as of December 31, 2015, which was derived mainly from a 26.5% increase in active customers to 413 thousand in 2015;
and",,MEDIUM,unknown,False,,
NETS,NETS,2017-03-21,cm_active_customers_total,4.3 million,count,2015-12-31,html_table,4.3 million,,,"a 24.7% increase in the number of total orders placed by our customers in Brazil to 7.7 million in 2015, derived mainly from a 24.4% increase in active customers to 4.3 million as of December 31, 2015,
which was partially driven by the successful launch of Zattini in December 2014;",,MEDIUM,unknown,False,,
NETS,NETS,2017-03-21,cm_active_customers_total,453 thousand,count,other,text,453 thousand,"s partially offset by an 8.0% increase in the number of total orders placed by our customers from 0.8 million in 2015 to 0.9 million in 2016, derived mainly from a 9.9% increase in active customers to",in 2016.,,,LOW,mda,False,,
NETS,NETS,2017-03-21,cm_customers_period_end_by_tenure,"930,000",count,other,text,"930,000","r existing infrastructure, we launched Zattini, an online store originally designed to offer fashion products to our Brazilian customers. In the short time since launching Zattini, we have served over","customers and delivered over 1.7 million orders. We have successfully introduced new categories of products over time, including beauty products to our Zattini offerings in 2016. We believe that Zatti",,,LOW,mda,False,,
NETS,NETS,2017-03-21,cm_customers_period_end_by_tenure,1.7 million,count,other,text,1.7 million,"d Zattini, an online store originally designed to offer fashion products to our Brazilian customers. In the short time since launching Zattini, we have served over 930,000 customers and delivered over","orders. We have successfully introduced new categories of products over time, including beauty products to our Zattini offerings in 2016. We believe that Zattini is now the fastest growing online fash",,,LOW,mda,False,,
NETS,NETS,2017-03-21,cm_purchase_transactions_overall,26,other,2015-12-31,html_table,26,,,"a 19.0% increase in the number of total orders placed by our customers to 0.8 million as of December 31, 2015, which was derived mainly from a 26.5% increase in active customers to 413 thousand in 2015;
and",,MEDIUM,unknown,False,,
