company,ticker,date,metric_id,value,unit,period,source_type,raw_text,confidence,section,is_trap,disposition,disposition_reason
Maplebear Inc.,CART,2023-09-15,cm_revenue_concentration,22%,percent,other,filing,22%,LOW,mda,False,REJECT,I think this was EBITDA as a percent of revenue
Maplebear Inc.,CART,2023-09-15,cm_revenue_concentration,15%,percent,2020-01-01 to 2020-12-31,filing,15%,HIGH,unknown,False,REJECT,EBITDA as a percent of revenue
Maplebear Inc.,CART,2023-09-15,cm_revenue_concentration,0.7,percent,other,filing,0.7,LOW,mda,False,REJECT,
Maplebear Inc.,CART,2023-09-15,cm_revenue_concentration,0.5%,percent,other,filing,0.5%,LOW,mda,False,REJECT,
Maplebear Inc.,CART,2023-09-15,cm_revenue_concentration,5%,percent,other,filing,5%,LOW,mda,False,REJECT,
Maplebear Inc.,CART,2023-09-15,cm_revenue_concentration,13%,percent,2020-01-01 to 2020-12-31,filing,13%,HIGH,unknown,False,ACCEPT,
Maplebear Inc.,CART,2023-09-15,cm_revenue_concentration,34%,percent,2020-01-01 to 2020-12-31,filing,34%,HIGH,unknown,False,ACCEPT,
Maplebear Inc.,CART,2023-09-15,cm_revenue_concentration,13%,percent,2022-01-01 to 2022-06-30,filing,13%,HIGH,unknown,False,ACCEPT,
Maplebear Inc.,CART,2023-09-15,cm_revenue_concentration,18%,percent,2022-01-01 to 2022-06-30,filing,18%,HIGH,unknown,False,ACCEPT,
Maplebear Inc.,CART,2023-09-15,cm_revenue_concentration,14%,percent,2022-01-01 to 2022-06-30,filing,14%,HIGH,unknown,False,ACCEPT,
Maplebear Inc.,CART,2023-09-15,cm_revenue_concentration,13%,percent,2023-01-01 to 2023-06-30,filing,13%,HIGH,unknown,False,ACCEPT,
Maplebear Inc.,CART,2023-09-15,cm_revenue_concentration,14%,percent,2023-01-01 to 2023-06-30,filing,14%,HIGH,unknown,False,ACCEPT,
Maplebear Inc.,CART,2023-09-15,cm_revenue_concentration,11%,percent,2023-01-01 to 2023-06-30,filing,11%,HIGH,unknown,False,ACCEPT,
Maplebear Inc.,CART,2023-09-15,cm_revenue_concentration,12%,percent,2022-01-01 to 2022-12-31,filing,12%,HIGH,unknown,False,ACCEPT,
Maplebear Inc.,CART,2023-09-15,cm_revenue_concentration,16%,percent,2022-01-01 to 2022-12-31,filing,16%,HIGH,unknown,False,ACCEPT,
Maplebear Inc.,CART,2023-09-15,cm_revenue_concentration,18%,percent,2021-01-01 to 2021-12-31,filing,18%,HIGH,unknown,False,ACCEPT,
Maplebear Inc.,CART,2023-09-15,cm_revenue_concentration,23%,percent,2021-01-01 to 2021-12-31,filing,23%,HIGH,unknown,False,ACCEPT,
Maplebear Inc.,CART,2023-09-15,cm_average_order_value,$110,currency,2022-01-01 to 2022-12-31,filing,$110,HIGH,unknown,False,ACCEPT,
Maplebear Inc.,CART,2023-09-15,cm_average_order_value,$100,currency,other,filing,$100,LOW,mda,False,REJECT,this is the average order value for the broader us grocery market
Maplebear Inc.,CART,2023-09-15,cm_average_order_value,-19,other,2012-01-01 to 2012-12-31,filing,-19,MEDIUM,unknown,False,REJECT,average order value cannot be a negative number
Maplebear Inc.,CART,2023-09-15,cm_new_customers_acquired,202,other,2020-01-01 to 2020-12-31,filing,202,MEDIUM,unknown,False,REJECT,
Maplebear Inc.,CART,2023-09-15,cm_revenue_by_cohort,1,ratio,Q1 FY2022,image,1.00x,HIGH,KEY_METRICS,false,ACCEPT,Added by reviewer (pipeline missed)
Maplebear Inc.,CART,2023-09-15,cm_revenue_by_cohort,0.98,ratio,Q1 2023,image,0.98x,HIGH,MDNA,false,ACCEPT,Added by reviewer (pipeline missed)
Maplebear Inc.,CART,2023-09-15,cm_revenue_by_cohort,1.73,ratio,year 2,image,1.73x,HIGH,MDNA,false,ACCEPT,Added by reviewer (pipeline missed)
Maplebear Inc.,CART,2023-09-15,cm_revenue_by_cohort,1.74,ratio,year 3,image,1.74x,HIGH,MDNA,false,ACCEPT,Added by reviewer (pipeline missed)
Maplebear Inc.,CART,2023-09-15,cm_revenue_by_cohort,3.00,ratio,year 4,image,3.00x,HIGH,MDNA,false,ACCEPT,Added by reviewer (pipeline missed)
Maplebear Inc.,CART,2023-09-15,cm_revenue_by_cohort,3.26,ratio,year 5,image,3.26x,HIGH,MDNA,false,ACCEPT,Added by reviewer (pipeline missed)
Maplebear Inc.,CART,2023-09-15,cm_revenue_by_cohort,3.52,ratio,year 6,image,3.52x,HIGH,MDNA,false,ACCEPT,Added by reviewer (pipeline missed)
Maplebear Inc.,CART,2023-09-15,cm_revenue_by_cohort,1.00,ratio,year 1,image,1.00x,HIGH,MDNA,false,ACCEPT,Added by reviewer (pipeline missed)
Maplebear Inc.,CART,2023-09-15,cm_revenue_by_cohort,1.49,ratio,Year 2,image,1.49x,HIGH,MDNA,false,ACCEPT,Added by reviewer (pipeline missed)
Maplebear Inc.,CART,2023-09-15,cm_revenue_by_cohort,2.42,ratio,Year 3,image,2.42x,HIGH,MDNA,false,ACCEPT,Added by reviewer (pipeline missed)
