company,ticker,date,metric_id,value,unit,period,source_type,raw_text,context_before,context_after,header_path,stub_path,confidence,section,is_trap,disposition,disposition_reason
GTLB,GTLB,2021-10-12,cm_net_revenue_retention,148%,percent,2021-01-31,html_table,148%,,,,Dollar-Based Net Retention Rate > Dollar-Based Net Retention Rate > Dollar-Based Net Retention Rate,MEDIUM,unknown,False,,
GTLB,GTLB,2021-10-12,cm_net_revenue_retention,173,percent,2020-07-31,text,173,"ition and Results of Operations—Non-GAAP Financial Measures” for additional information. As of January 31,As of July 31,202020212021Dollar-Based Net Retention Rate179 %148 %152 %$100,000 ARR Customers",283 383,,,MEDIUM,cover,False,,
GTLB,GTLB,2021-10-12,cm_revenue_concentration,27%,percent,2021-02-01 to 2021-07-31,text,27%,"of these products will be required to upgrade to our paid offerings, switch to our free product or discontinue using our products. Customers of our starter and bronze tiers collectively accounted for",", 16%, and 11% of our revenue for fiscal 2020, fiscal 2021, and the six months ended July 31, 2021, respectively. We cannot assure you that our customers will purchase our products, and if our end cus",,,MEDIUM,cover,False,,
GTLB,GTLB,2021-10-12,cm_revenue_concentration,16%,percent,2021-02-01 to 2021-07-31,text,16%,"hese products will be required to upgrade to our paid offerings, switch to our free product or discontinue using our products. Customers of our starter and bronze tiers collectively accounted for 27%,",", and 11% of our revenue for fiscal 2020, fiscal 2021, and the six months ended July 31, 2021, respectively. We cannot assure you that our customers will purchase our products, and if our end customer",,,MEDIUM,cover,False,,
GTLB,GTLB,2021-10-12,cm_revenue_concentration,11%,percent,2021-02-01 to 2021-07-31,text,11%,"ucts will be required to upgrade to our paid offerings, switch to our free product or discontinue using our products. Customers of our starter and bronze tiers collectively accounted for 27%, 16%, and","of our revenue for fiscal 2020, fiscal 2021, and the six months ended July 31, 2021, respectively. We cannot assure you that our customers will purchase our products, and if our end customers do not",,,MEDIUM,cover,False,,
GTLB,GTLB,2021-10-12,cm_large_customers_period_end,383,other,2020-07-31,html_table,383,,,,"$100,000 ARR customers > $100,000 ARR customers > $100,000 ARR customers",MEDIUM,unknown,False,,
GTLB,GTLB,2021-10-12,cm_large_customers_period_end,283,other,2020-01-31,html_table,283,,,,"$100,000 ARR customers > $100,000 ARR customers > $100,000 ARR customers",MEDIUM,unknown,False,,
GTLB,GTLB,2021-10-12,cm_large_customers_period_end,219,other,2020-07-31,html_table,219,,,,"$100,000 ARR customers > $100,000 ARR customers > $100,000 ARR customers",MEDIUM,unknown,False,,
GTLB,GTLB,2021-10-12,cm_large_customers_period_end,173,other,2020-01-31,html_table,173,,,,"$100,000 ARR customers > $100,000 ARR customers > $100,000 ARR customers",MEDIUM,unknown,False,,
GTLB,GTLB,2021-10-12,cm_large_customers_period_end,27,other,2020-07-31,text,27,"se of 71%, our $100,000 ARR customers increased from 219 as of July 31, 2020 to 383 as of July 31, 2021, an increase of 75%, and our $1.0 million ARR customers increased from 15 as of July 31, 2020 to","as of July 31, 2021, an increase of 80%. See the section entitled “—Key Business Metrics—Dollar-Based Net Retention Rate” below for additional information about how we define ARR.",,,MEDIUM,mda,False,,
GTLB,GTLB,2021-10-12,cm_large_customers_period_end,20,other,2021-01-31,text,20,", our $100,000 ARR customers increased from 173 as of January 31, 2020 to 283 as of January 31, 2021, an increase of 64%, and our $1.0 million ARR customers increased from 11 as of January 31, 2020 to","as of January 31, 2021, an increase of 82%. Our Base Customers increased from 2,126 as of July 31, 2020 to 3,632 as of July 31, 2021, an increase of 71%, our $100,000 ARR customers increased from 219",,,MEDIUM,mda,False,,
GTLB,GTLB,2021-10-12,cm_large_customers_period_end,15,other,2020-07-31,text,15,"f July 31, 2021, an increase of 71%, our $100,000 ARR customers increased from 219 as of July 31, 2020 to 383 as of July 31, 2021, an increase of 75%, and our $1.0 million ARR customers increased from","as of July 31, 2020 to 27 as of July 31, 2021, an increase of 80%. See the section entitled “—Key Business Metrics—Dollar-Based Net Retention Rate” below for additional information about how we define",,,MEDIUM,mda,False,,
GTLB,GTLB,2021-10-12,cm_large_customers_period_end,11,other,2020-01-31,text,11,"31, 2021, an increase of 65%, our $100,000 ARR customers increased from 173 as of January 31, 2020 to 283 as of January 31, 2021, an increase of 64%, and our $1.0 million ARR customers increased from","as of January 31, 2020 to 20 as of January 31, 2021, an increase of 82%. Our Base Customers increased from 2,126 as of July 31, 2020 to 3,632 as of July 31, 2021, an increase of 71%, our $100,000 ARR",,,MEDIUM,mda,False,,
GTLB,GTLB,2021-10-12,cm_large_customers_period_end,27,other,2020-01-31,text,27,"0 ARR customers from 173 as of January 31, 2020 to 283 as of January 31, 2021 and to 383 as of July 31, 2021. Further, during these same periods we grew our $1.0 million ARR customers from 11 to 20 to",". We have key reference customers across a breadth of industry verticals that we believe validate The DevOps Platform, and our customers range from small and medium-sized organizations to Fortune 500",,,MEDIUM,mda,False,,
GTLB,GTLB,2021-10-12,cm_large_customers_period_end,20,other,2020-01-31,text,20,"100,000 ARR customers from 173 as of January 31, 2020 to 283 as of January 31, 2021 and to 383 as of July 31, 2021. Further, during these same periods we grew our $1.0 million ARR customers from 11 to","to 27. We have key reference customers across a breadth of industry verticals that we believe validate The DevOps Platform, and our customers range from small and medium-sized organizations to Fortune",,,MEDIUM,mda,False,,
GTLB,GTLB,2021-10-12,cm_large_customers_period_end,200,other,other,text,200,•2021: Reached 20 and more than,"$1.0 million and $100,000 ARR customers, respectively",,,LOW,mda,False,,
GTLB,GTLB,2021-10-12,cm_large_customers_period_end,100,other,other,text,100,•2020: Established our enterprise sales team and reached more than,"$100,000 ARR customers",,,LOW,mda,False,,
GTLB,GTLB,2021-10-12,cm_large_customers_period_end,500,other,other,text,500,•2018: Reached more than,"contributors and 20 $100,000 ARR customers",,,LOW,mda,False,,
GTLB,GTLB,2021-10-12,cm_customer_retention_rate,97%,percent,other,text,97%,"Furthermore, our Dollar-Based Gross Retention Rate was","as of each of January 31, 2020, January 31, 2021, and July 31, 2021. We believe that our ability to retain our existing customers is an indicator of the long-term value of our customer relationships",,,LOW,mda,False,,
GTLB,GTLB,2021-10-12,cm_gross_revenue_retention,97%,percent,other,text,97%,"Furthermore, our Dollar-Based Gross Retention Rate was","as of each of January 31, 2020, January 31, 2021, and July 31, 2021. We believe that our ability to retain our existing customers is an indicator of the long-term value of our customer relationships",,,LOW,mda,False,,
GTLB,GTLB,2021-10-12,cm_active_customers_total,"54,000",count,other,text,"54,000","Our Solution: UBS deployed GitLab Ultimate and configured one of the largest GitLab deployments ever, migrating","repositories as well as 11,000 active users to the GitLab DevOps Platform. UBS then created their Gitlab-driven DevCloud, which allows UBS to cover the entire development process with just one DevOps",,,LOW,mda,False,,
GTLB,GTLB,2021-10-12,cm_active_customers_total,"11,000",count,other,text,"11,000","Our Solution: UBS deployed GitLab Ultimate and configured one of the largest GitLab deployments ever, migrating 54,000 repositories as well as","active users to the GitLab DevOps Platform. UBS then created their Gitlab-driven DevCloud, which allows UBS to cover the entire development process with just one DevOps platform and advances the organ",,,LOW,mda,False,,
