company,ticker,date,metric_id,value,unit,period,source_type,raw_text,context_before,context_after,header_path,stub_path,confidence,section,is_trap,disposition,disposition_reason
Torrid Holdings Inc.,CURV,2021-06-30,cm_lifetime_value_per_customer,$239,currency,other,chart,$239,"Table of Contents To measure the effectiveness of our marketing spend, we analyze customer acquisition cost (also known as CAC), and customer lifetime value (also known as LTV). We manage CAC methodic",,,,LOW,unknown,False,EDIT,lifetime value chart
Torrid Holdings Inc.,CURV,2021-06-30,cm_ltv_to_cac_ratio,7.4x,ratio,5 years,chart,7.4x LTV/CAC Over 5 Years,"Table of Contents To measure the effectiveness of our marketing spend, we analyze customer acquisition cost (also known as CAC), and customer lifetime value (also known as LTV). We manage CAC methodic",,,,LOW,unknown,False,EDIT,"""7.4x LTV/CAC Over 5 Years"""
Torrid Holdings Inc.,CURV,2021-06-30,cm_ltv_to_cac_ratio,5.3%,percent,other,text,5.3%,"ss Channels. We intend to grow our brand awareness among plus-size women from approximately 31% as of April 2021, by making incremental investments in our marketing spend, which was only approximately","of net sales in 2020. We believe we can do so profitably given our high ratio of LTV to CAC. We expect to further drive brand awareness, engagement and conversion through targeted investments in perf",,,LOW,cover,False,REJECT,"this refers to the portion of sales devoted to marketing spend, not LTV/CAC, which appears in the next sentence"
Torrid Holdings Inc.,CURV,2021-06-30,cm_ltv_to_cac_ratio,31%,percent,2021-01-01 to 2021-12-31,html_table,31%,,,"Increase Brand Awareness and Accelerate Customer Acquisition Across Channels. We intend to grow our brand
awareness amongplus-sizewomen from approximately 31% as of April 2021, by making incremental investments in our marketing spend, which was only approximately 5.3% of net sales in 2020. We believe we can do
so profitably given our high ratio of LTV to CAC. We expect to further drive brand awareness, engagement and conversion through targeted investments in performance and brand marketing, including paid search, retargeting, social media campaigns,plus-sizecommunity-based events,in-storeexperiences and product collaborations.",,HIGH,unknown,False,REJECT,growth
Torrid Holdings Inc.,CURV,2021-06-30,cm_active_customers_total,577,other,2019-02-02,html_table,577,,,"Year Ended > (in thousands, except net sales per active customer, number ofstores and percentages) > February 2,2019",Number of stores (as of end of period),MEDIUM,unknown,False,REJECT,store count
Torrid Holdings Inc.,CURV,2021-06-30,cm_active_customers_total,607,other,2018-03-01 to 2019-02-02,text,607,"100,802 $ (8,198 ) $ 75,711 Adjusted EBITDA margin(4) 11 % 13 % 10 % (5 %) 23 % Comparable sales 10 % 13 % (7 %) (38 %) 108 % Active customers (# in millions) 3.0 3.4 3.2 3.2 3.4 Store count (#) 577","608 607 608 As of February 1,2020 January 30,2021 May 1,2021 (dollars in thousands) Balance Sheet Data: Cash and cash equivalents $ 28,804 $ 122,953 $ 190,782 Total current assets 164,013 242,143 319,",,,LOW,cover,False,REJECT,store count
Torrid Holdings Inc.,CURV,2021-06-30,cm_active_customers_total,20,other,2021-03-01 to 2021-05-01,text,20,"grown the proportion of our net sales attributable to active customers over time. The proportion of net sales that we are able to attribute to active customers was 94% in 2018, 96% in 2019, 98% in 20","and 97% for the three months ended May 1, 2021. As a result, historical year-over-year growth in active customers may factor in increases attributable to our improved capabilities. We view the number",,,LOW,mda,False,REJECT,"this is a year ""2020"""
Torrid Holdings Inc.,CURV,2021-06-30,cm_active_customers_total,-19,other,2020-03-01 to 2020-05-02,text,-19,temporary store closures due to the COVID,"pandemic during the three months ended May 2, 2020. Active customers increased 0.2 million, or 6.5%, to 3.4 million as of May 1, 2021, from 3.2 million as of May 2, 2020. Net sales per active customer",,,MEDIUM,mda,False,REJECT,"part of ""COVID-19"""
Torrid Holdings Inc.,CURV,2021-06-30,cm_active_customers_total,46%,other,other,chart,46%,"Customer Migration from Single to Omni-channel. We have a history of converting customers from single-channel customers to omni-channel customers, defined as active customers who shopped both online a",,,,LOW,unknown,False,REJECT,portion of sales generated by omni-channel customers is not a relevant metric
Torrid Holdings Inc.,CURV,2021-06-30,cm_active_customers_total,51%,other,other,chart,51%,"Customer Migration from Single to Omni-channel. We have a history of converting customers from single-channel customers to omni-channel customers, defined as active customers who shopped both online a",,,,LOW,unknown,False,REJECT,
Torrid Holdings Inc.,CURV,2021-06-30,cm_active_customers_total,56%,other,other,chart,56%,"Customer Migration from Single to Omni-channel. We have a history of converting customers from single-channel customers to omni-channel customers, defined as active customers who shopped both online a",,,,LOW,unknown,False,REJECT,
Torrid Holdings Inc.,CURV,2021-06-30,cm_active_customers_total,53%,other,other,chart,53%,"Customer Migration from Single to Omni-channel. We have a history of converting customers from single-channel customers to omni-channel customers, defined as active customers who shopped both online a",,,,LOW,unknown,False,REJECT,
Torrid Holdings Inc.,CURV,2021-06-30,cm_revenue_per_customer,299,currency,2019-02-02,html_table,299,,,"Year Ended > (in thousands, except net sales per active customer, number ofstores and percentages) > February 2,2019",Net sales per active customer(A) > $,MEDIUM,unknown,False,EDIT,wrong metric
Torrid Holdings Inc.,CURV,2021-06-30,cm_active_customers_total,10,other,2019-02-02,html_table,10,,,"Year Ended > (in thousands, except net sales per active customer, number ofstores and percentages) > February 2,2019",Comparable sales(B),MEDIUM,unknown,False,REJECT,"this is in the comparable sales row, which is not a metric we track"
Torrid Holdings Inc.,CURV,2021-06-30,cm_active_customers_total,11,other,2019-02-02,html_table,11,,,"Year Ended > (in thousands, except net sales per active customer, number ofstores and percentages) > February 2,2019",Adjusted EBITDA margin,MEDIUM,unknown,False,REJECT,"this is in the adjusted ebitda margin row, not a metric we track"
Torrid Holdings Inc.,CURV,2021-06-30,cm_active_customers_total,10,other,2021-01-30,html_table,10,,,"Year Ended > (in thousands, except net sales per active customer, number ofstores and percentages) > January 30,2021",Adjusted EBITDA margin,MEDIUM,unknown,False,REJECT,wrong row
Torrid Holdings Inc.,CURV,2021-06-30,cm_revenue_per_customer,306,currency,2021-01-30,html_table,306,,,"Year Ended > (in thousands, except net sales per active customer, number ofstores and percentages) > January 30,2021",Net sales per active customer(A) > $,MEDIUM,unknown,False,EDIT,"metric didn't relate to the row name, which is a proxy for revenue per customer"
Torrid Holdings Inc.,CURV,2021-06-30,cm_active_customers_total,608,other,2021-01-30,html_table,608,,,"Year Ended > (in thousands, except net sales per active customer, number ofstores and percentages) > January 30,2021",Number of stores (as of end of period),MEDIUM,unknown,False,REJECT,this appears in the number of stores row
Torrid Holdings Inc.,CURV,2021-06-30,cm_revenue_per_customer,308,currency,2020-02-01,html_table,308,,,"Year Ended > (in thousands, except net sales per active customer, number ofstores and percentages) > February 1,2020",Net sales per active customer(A) > $,MEDIUM,unknown,False,EDIT,row name is sales per customer
Torrid Holdings Inc.,CURV,2021-06-30,cm_active_customers_total,13,other,2020-02-01,html_table,13,,,"Year Ended > (in thousands, except net sales per active customer, number ofstores and percentages) > February 1,2020",Comparable sales(B),MEDIUM,unknown,False,REJECT,not a metric
Torrid Holdings Inc.,CURV,2021-06-30,cm_active_customers_total,607,other,2020-02-01,html_table,607,,,"Year Ended > (in thousands, except net sales per active customer, number ofstores and percentages) > February 1,2020",Number of stores (as of end of period),MEDIUM,unknown,False,REJECT,number of stores
Torrid Holdings Inc.,CURV,2021-06-30,cm_revenue_per_customer,291,currency,2020-01-01 to 2020-03-31,html_table,291,,,"Three Months Ended > (in thousands, except net sales per active customer, number ofstores and percentages) > May 2,2020",Net sales per active customer(A) > $,MEDIUM,unknown,False,EDIT,row name is sales per customer
Torrid Holdings Inc.,CURV,2021-06-30,cm_active_customers_total,38,other,2020-01-01 to 2020-03-31,html_table,38,,,"Three Months Ended > (in thousands, except net sales per active customer, number ofstores and percentages) > May 2,2020",Comparable sales(B),MEDIUM,unknown,False,REJECT,row is comparable sales
Torrid Holdings Inc.,CURV,2021-06-30,cm_revenue_per_customer,331,currency,2021-01-01 to 2021-03-31,html_table,331,,,"Three Months Ended > (in thousands, except net sales per active customer, number ofstores and percentages) > May 1,2021",Net sales per active customer(A) > $,MEDIUM,unknown,False,EDIT,
Torrid Holdings Inc.,CURV,2021-06-30,cm_active_customers_total,108,other,2021-01-01 to 2021-03-31,html_table,108,,,"Three Months Ended > (in thousands, except net sales per active customer, number ofstores and percentages) > May 1,2021",Comparable sales(B),MEDIUM,unknown,False,REJECT,
Torrid Holdings Inc.,CURV,2021-06-30,cm_active_customers_total,23,other,2021-01-01 to 2021-03-31,html_table,23,,,"Three Months Ended > (in thousands, except net sales per active customer, number ofstores and percentages) > May 1,2021",Adjusted EBITDA margin,MEDIUM,unknown,False,REJECT,row name
Torrid Holdings Inc.,CURV,2021-06-30,cm_new_customers_acquired,608,other,2021-05-01,text,608,to acquire new customers and retain our repeat customers at a reasonable cost. We use a variety of brand and performance marketing channels to acquire new customers and leverage our store footprint of,"stores as of May 1, 2021. It is important to maintain reasonable costs for these marketing efforts relative to the net sales and profit we expect to derive from customers. Failure to effectively attra",,,MEDIUM,mda,False,REJECT,this is number of stores
Torrid Holdings Inc.,CURV,2021-06-30,cm_lifetime_value_per_customer,$239,currency,other,text,$239,"tability. Furthermore, the LTV of the 2015 cohort has increased over time driven by repeat purchases and rising contribution profit. As a result, the LTV of the 2015 customer cohort was approximately","after 5 years, 7.4 times the $32 cost of acquiring those customers, which is a testament to our ability to acquire customers efficiently and profitably.",,,LOW,mda,False,ACCEPT,
Torrid Holdings Inc.,CURV,2021-06-30,cm_customer_acquisition_cost,$32,currency,other,text,$32,"the 2015 cohort has increased over time driven by repeat purchases and rising contribution profit. As a result, the LTV of the 2015 customer cohort was approximately $239 after 5 years, 7.4 times the","cost of acquiring those customers, which is a testament to our ability to acquire customers efficiently and profitably.",,,LOW,mda,False,EDIT,"""...the $32 cost of acquiring those customers..."""
Torrid Holdings Inc.,CURV,2021-06-30,cm_customer_acquisition_cost,$32,currency,other,text,$32,Our annual CAC increased from,"in 2015 to $49 in 2019 as we increased our marketing investments, particularly in performance marketing as we continue to focus on driving higher brand awareness and conversion. Going forward, we expe",,,LOW,mda,False,ACCEPT,
Torrid Holdings Inc.,CURV,2021-06-30,cm_customer_acquisition_cost,$49,currency,other,text,$49,Our annual CAC increased from $32 in 2015 to,"in 2019 as we increased our marketing investments, particularly in performance marketing as we continue to focus on driving higher brand awareness and conversion. Going forward, we expect CAC to fluct",,,LOW,mda,False,ACCEPT,
Torrid Holdings Inc.,CURV,2021-06-30,cm_customer_acquisition_cost,$46,currency,other,text,$46,"strategy based on internal return on advertising spend targets. For example, as a result of consumer behavior changes related to the ongoing COVID-19 pandemic, our CAC declined 7% from $49 in 2019 to",in 2020. We expect to continue to generate a profit from our customer cohorts that significantly exceeds the acquisition cost within the first year of purchase and continues to grow over time as our c,,,LOW,mda,False,ACCEPT,
Torrid Holdings Inc.,CURV,2021-06-30,cm_repeat_purchase_rate,72%,percent,other,text,72%,"by our ability to retain customers and encourage repeat purchases. Repeat customers, whom we define as identified customers who have purchased from us at least once before accounted for approximately",", 78%, and 83% of net sales in 2018, 2019, and 2020, respectively, with repeat customers placing more orders annually than new customers. We believe these increasing metrics are reflective of our abil",,,LOW,mda,False,ACCEPT,
Torrid Holdings Inc.,CURV,2021-06-30,cm_repeat_purchase_rate,78%,percent,other,text,78%,"ur ability to retain customers and encourage repeat purchases. Repeat customers, whom we define as identified customers who have purchased from us at least once before accounted for approximately 72%,",", and 83% of net sales in 2018, 2019, and 2020, respectively, with repeat customers placing more orders annually than new customers. We believe these increasing metrics are reflective of our ability t",,,LOW,mda,False,ACCEPT,
Torrid Holdings Inc.,CURV,2021-06-30,cm_repeat_purchase_rate,83%,percent,other,text,83%,"y to retain customers and encourage repeat purchases. Repeat customers, whom we define as identified customers who have purchased from us at least once before accounted for approximately 72%, 78%, and","of net sales in 2018, 2019, and 2020, respectively, with repeat customers placing more orders annually than new customers. We believe these increasing metrics are reflective of our ability to engage",,,LOW,mda,False,ACCEPT,
Torrid Holdings Inc.,CURV,2021-06-30,cm_revenue_concentration,50%,percent,2020-01-01 to 2020-12-31,text,50%,"ributions into their 401(k) Plan accounts. Except for the period during fiscal year 2020 in which we suspended our contributions to eligible employees’ accounts in response to COVID-19, we contributed","of the first 4% of participants’ eligible contributions into their 401(k) Plan accounts. During fiscal years 2018, 2019 and 2020, we contributed $0.4 million, $0.5 million and $0.4 million, respectiv",,,MEDIUM,financials,False,REJECT,refers to 401(k) plan contributions
Torrid Holdings Inc.,CURV,2021-06-30,cm_revenue_concentration,4%,percent,2020-01-01 to 2020-12-31,text,4%,"eir 401(k) Plan accounts. Except for the period during fiscal year 2020 in which we suspended our contributions to eligible employees’ accounts in response to COVID-19, we contributed 50% of the first","of participants’ eligible contributions into their 401(k) Plan accounts. During fiscal years 2018, 2019 and 2020, we contributed $0.4 million, $0.5 million and $0.4 million, respectively, to eligible",,,MEDIUM,financials,False,REJECT,
Torrid Holdings Inc.,CURV,2021-06-30,cm_revenue_per_customer,-19,other,2020-01-01 to 2020-12-31,text,-19,"2022, and employment retention credit claims. On March 11, 2021, subsequent to the end of fiscal year 2020, the American Rescue Plan Act (“ARPA”) was signed into law with additional funding for COVID",pandemic relief. The ARPA includes the expansion of employment retention credit claims and other pandemic funding provisions. We have considered the applicable CARES Act and CAA tax law changes in our,,,LOW,financials,False,REJECT,covid-19
Torrid Holdings Inc.,CURV,2021-06-30,cm_customer_acquisition_cost,-19,other,2020-01-01 to 2020-12-31,html_table,-19,,,"Leveraged data analytics and insights to tailor marketing and promotional strategies in response to consumer
behavior changes related to the ongoingCOVID-19pandemic, allowing us to reduce our CAC by 7% in 2020 from 2019;",,MEDIUM,unknown,False,REJECT,covid-19
Torrid Holdings Inc.,CURV,2021-06-30,cm_customer_acquisition_cost,-2019,other,2015-01-01 to 2015-12-31,html_table,-2019,,,"Represents average LTV / CAC across 2015-2019 customer cohorts, weighted by number of customers acquired",(1),MEDIUM,unknown,False,REJECT,year
Torrid Holdings Inc.,CURV,2021-06-30,cm_ltv_to_cac_ratio,1.8x,other,other,chart,1.8x,Average LTV/CAC (2015-2019 Cohorts) (1) 60 Table of Contents,,,,LOW,unknown,False,ACCEPT,
Torrid Holdings Inc.,CURV,2021-06-30,cm_ltv_to_cac_ratio,3.0x,other,other,chart,3.0x,Average LTV/CAC (2015-2019 Cohorts) (1) 60 Table of Contents,,,,LOW,unknown,False,ACCEPT,
Torrid Holdings Inc.,CURV,2021-06-30,cm_ltv_to_cac_ratio,4.3x,other,other,chart,4.3x,Average LTV/CAC (2015-2019 Cohorts) (1) 60 Table of Contents,,,,LOW,unknown,False,ACCEPT,
Torrid Holdings Inc.,CURV,2021-06-30,cm_ltv_to_cac_ratio,6.0x,other,other,chart,6.0x,Average LTV/CAC (2015-2019 Cohorts) (1) 60 Table of Contents,,,,LOW,unknown,False,ACCEPT,
Torrid Holdings Inc.,CURV,2021-06-30,cm_ltv_to_cac_ratio,7.4x,other,other,chart,7.4x,Average LTV/CAC (2015-2019 Cohorts) (1) 60 Table of Contents,,,,LOW,unknown,False,ACCEPT,
