company,ticker,date,metric_id,value,unit,period,source_type,raw_text,context_before,context_after,header_path,stub_path,confidence,section,is_trap,disposition,disposition_reason
Kingsoft Cloud Holdings Ltd,KC,2020-09-23,cm_net_revenue_retention,9.3,percent,other,text,9.3,Services Number of Enterprise Cloud Service Premium Customers 2 17 67 31 64 Total Number of Premium Customers 113 154 243 187 251 Average revenues per Premium Customer (RMB in million) 10.3 13.7 15.9,"11.5 Note: (1) Net dollar retention rate of Public Cloud Service Premium Customers is calculated by dividing the revenues from our Public Cloud Service Premium Customers, who were also our Public Clou",,,LOW,cover,False,,
Kingsoft Cloud Holdings Ltd,KC,2020-09-23,cm_net_revenue_retention,11.5,percent,other,text,11.5,ices Number of Enterprise Cloud Service Premium Customers 2 17 67 31 64 Total Number of Premium Customers 113 154 243 187 251 Average revenues per Premium Customer (RMB in million) 10.3 13.7 15.9 9.3,"Note: (1) Net dollar retention rate of Public Cloud Service Premium Customers is calculated by dividing the revenues from our Public Cloud Service Premium Customers, who were also our Public Cloud Ser",,,LOW,cover,False,,
Kingsoft Cloud Holdings Ltd,KC,2020-09-23,cm_customers_period_end,700,other,other,text,700,"(i) for a historical year, a customer with annual revenues of over RMB700,000 generated from enterprise cloud services, or (ii) for the current period, a customer with Annualized Revenues of over RMB",",000 generated from enterprise cloud services; • “GPU” refers to graphics processing unit; • “Hong Kong” or “HK” refers to the Hong Kong Special Administrative Region of the PRC; • “IaaS” refers to In",,,LOW,cover,False,,
Kingsoft Cloud Holdings Ltd,KC,2020-09-23,cm_customers_period_end,18,other,2016-07-01 to 2017-06-30,text,18,"es 1,202,485 97.3 2,110,513 95.1 3,458,843 489,567 87.4 1,629,183 91.5 2,495,653 353,237 85.3 Enterprise cloud services 15,271 1.2 94,369 4.3 486,308 68,832 12.3 151,431 8.5 427,668 60,532 14.6 Others",",211 1.5 13,290 0.6 11,202 1,586 0.3 309 0.0 2,397 339 0.1 Total revenues 1,235,967 100.0 2,218,172 100.0 3,956,353 559,985 100.0 1,780,923 100.0 2,925,718 414,108 100.0 Cost of revenues (1,354,153 )",,,LOW,cover,False,,
Kingsoft Cloud Holdings Ltd,KC,2020-09-23,cm_revenue_concentration,27%,percent,2020-01-01 to 2020-06-30,text,27%,"ted from Premium Customers accounted for 93.7%, 95.3%, 97.4%, 97.2% and 98.3% of our total revenues in the same periods, respectively. Revenues generated from our three largest customers accounted for","(Xiaomi), 19% and 10%, respectively, of our total revenues in 2017; 25% (Xiaomi), 24% and 11%, respectively, of our total revenues in 2018; 31%, 14% (Xiaomi) and 12%, respectively, of our total reven",,,MEDIUM,cover,False,,
Kingsoft Cloud Holdings Ltd,KC,2020-09-23,cm_revenue_concentration,19%,percent,2020-01-01 to 2020-06-30,text,19%,"um Customers accounted for 93.7%, 95.3%, 97.4%, 97.2% and 98.3% of our total revenues in the same periods, respectively. Revenues generated from our three largest customers accounted for 27% (Xiaomi),","and 10%, respectively, of our total revenues in 2017; 25% (Xiaomi), 24% and 11%, respectively, of our total revenues in 2018; 31%, 14% (Xiaomi) and 12%, respectively, of our total revenues in 2019; a",,,MEDIUM,cover,False,,
Kingsoft Cloud Holdings Ltd,KC,2020-09-23,cm_revenue_concentration,10%,percent,2020-01-01 to 2020-06-30,text,10%,"mers accounted for 93.7%, 95.3%, 97.4%, 97.2% and 98.3% of our total revenues in the same periods, respectively. Revenues generated from our three largest customers accounted for 27% (Xiaomi), 19% and",", respectively, of our total revenues in 2017; 25% (Xiaomi), 24% and 11%, respectively, of our total revenues in 2018; 31%, 14% (Xiaomi) and 12%, respectively, of our total revenues in 2019; and 32%,",,,MEDIUM,cover,False,,
Kingsoft Cloud Holdings Ltd,KC,2020-09-23,cm_revenue_concentration,25%,percent,2020-01-01 to 2020-06-30,text,25%,"98.3% of our total revenues in the same periods, respectively. Revenues generated from our three largest customers accounted for 27% (Xiaomi), 19% and 10%, respectively, of our total revenues in 2017;","(Xiaomi), 24% and 11%, respectively, of our total revenues in 2018; 31%, 14% (Xiaomi) and 12%, respectively, of our total revenues in 2019; and 32%, 16% and 10% (Xiaomi), respectively, of our total r",,,MEDIUM,cover,False,,
Kingsoft Cloud Holdings Ltd,KC,2020-09-23,cm_revenue_concentration,27%,percent,2017-01-01 to 2017-12-31,text,27%,Our three largest customers accounted for,", 19% and 10%, respectively, of total revenues during the year ended December 31, 2017, 25%, 24% and 11%, respectively, of total revenues during the year ended December 31, 2018, 31%, 14% and 12%, of",,,MEDIUM,mda,False,,
Kingsoft Cloud Holdings Ltd,KC,2020-09-23,cm_revenue_concentration,19%,percent,2017-01-01 to 2017-12-31,text,19%,"Our three largest customers accounted for 27%,","and 10%, respectively, of total revenues during the year ended December 31, 2017, 25%, 24% and 11%, respectively, of total revenues during the year ended December 31, 2018, 31%, 14% and 12%, of total",,,MEDIUM,mda,False,,
Kingsoft Cloud Holdings Ltd,KC,2020-09-23,cm_revenue_concentration,10%,percent,2017-01-01 to 2017-12-31,text,10%,"Our three largest customers accounted for 27%, 19% and",", respectively, of total revenues during the year ended December 31, 2017, 25%, 24% and 11%, respectively, of total revenues during the year ended December 31, 2018, 31%, 14% and 12%, of total revenue",,,MEDIUM,mda,False,,
Kingsoft Cloud Holdings Ltd,KC,2020-09-23,cm_large_customers_period_end,98,other,2019-01-01 to 2019-06-30,text,98,"and solutions. As a result, we have generated a substantial portion of our revenues from large customers. Our total revenues generated from Premium Customers contributed 93.7%, 95.3%, 97.4%, 97.2% and",".3% of our total revenues in 2017, 2018, 2019 and the six months ended June 30, 2019 and 2020, respectively.",,,LOW,mda,False,,
